zone_id,temperature,humidity,rainfall,leaf_wetness,wind_speed,night_temperature,crop,disease
65,26.556132898964275,70.77618345472318,1.0255818986066023,39.192276650883784,12.952641205959399,21.11943712517595,Tomato,1
66,26.966736175999625,46.41521675976724,8.459636258712157,22.040420978730722,5.339753118553508,23.13795077148192,Grape,1
67,21.256374638757812,47.765124910189826,1.8857210224419487,29.130526649348845,11.749507867678592,21.133879892764863,Grape,1
68,20.688241036677162,79.23100253288288,6.120722501986785,34.45459695077081,4.863430826118364,19.33281382847753,Grape,1
69,27.28987940628577,64.15921955745479,16.212886438774014,50.56723744057892,15.304837387627199,20.724293694080345,Tomato,1
70,22.043478375591924,33.52883487269149,8.005312879159682,39.177353015184835,3.4649158983210864,19.622990535841485,Tomato,0
71,16.62156838331039,83.77266054912202,4.216809725807542,40.09447392397981,13.313915243166925,14.020072579638484,Tomato,1
72,17.333563929982596,76.0855463291136,6.846596293482221,22.175424956427626,5.374055572725105,13.664864881350638,Grape,1
73,18.402738569991943,61.29187763945274,3.22489262382731,25.776675570856998,16.052985819178403,16.526831087685053,Tomato,1
74,25.48580372026882,52.24754683412638,20.342042720008553,49.64003132567815,10.365282915409937,23.939341189372094,Grape,1
75,23.712128680352826,84.53711844471506,2.6663160997976574,44.599370476161866,3.935933882367112,19.81307682591567,Grape,0
76,26.452426770338842,77.24025933840645,4.58908340557401,40.42069221614235,5.911046081829973,24.235485679682917,Grape,1
77,20.863736768317327,100.0,7.509123655244867,59.076645771834606,11.124724820894967,18.34577392787512,Tomato,1
78,23.792698455383572,78.30282898087405,6.493839047698144,44.30697179353921,12.210577670462246,21.355080507677584,Tomato,1
79,26.127951969836683,77.81554711893023,7.0315393527321834,50.38402918531344,7.7171376331021495,21.083231542167745,Grape,1
80,21.453267301398807,69.49608104837152,3.281921980153891,41.254163469066185,8.178633123853865,17.91751868238952,Grape,1
81,25.283876187787058,84.25163800801187,4.0794940669097945,53.35043597902885,11.033412130576263,21.641020123574766,Olive,0
82,19.690370294666742,81.3762780187223,9.454701532210485,47.05345500544346,8.52719370804328,14.496478500048976,Tomato,1
83,21.184730767174642,90.77587512847792,9.136681737287827,55.40056440959697,2.825980562646497,17.468809983640522,Olive,1
84,21.091310530008354,64.18015622044072,6.606611872440345,31.709343212464315,4.748103901439277,17.6478180669227,Tomato,1
85,17.020801772054803,65.46888790584056,12.112884673941554,34.33962080430945,8.940479772606661,12.079901060914462,Tomato,1
86,25.43486240392791,64.8134524363203,9.713340658151028,50.590867246216746,12.861929665990775,20.098466716812645,Tomato,1
87,20.65298829898638,83.86202581768484,8.947669267818462,46.62568444279445,14.46392969664819,16.947135298003587,Grape,0
88,23.062470593638437,94.47561660445098,1.003683691048601,49.756018951740856,11.118117683085801,18.901255042397395,Tomato,1
89,25.403733294529545,65.11739260276049,6.54889056291382,35.5318592368644,9.149163044145455,22.9673137539962,Tomato,0
90,25.23265588014972,65.62839408310363,5.71843128934975,29.415397161516715,10.995255543929908,22.954021966478773,Grape,1
91,26.326925544863933,76.71115835804699,13.154214388556166,45.131255912625285,5.332996599172578,20.788630540930317,Grape,1
92,22.507572577452883,68.31357749980648,4.389035100600079,45.7402900975347,7.387076158967143,17.61768845236364,Tomato,1
93,20.88350843977923,86.28080479709836,5.373711768226709,47.567252167511015,4.7034771146420935,15.972911562946079,Tomato,1
94,22.601408945468005,38.2233406407143,1.8619616913812735,4.998287363582781,3.005029557169154,18.03970024801696,Grape,0
95,14.56332783020985,59.59942429624658,2.2256533716576934,26.87830797802788,9.33419604654482,10.470921278579944,Tomato,0
96,15.764437637884564,60.26375499057831,13.182150464062858,51.92276045864823,8.742053226338975,10.371613856239026,Tomato,0
97,16.386501938227987,37.194659814207824,7.012280467802935,20.63704639583622,10.750609938036051,10.516284416182419,Grape,0
98,18.013765861992592,57.54542333446794,16.236848601808965,24.4810898480843,10.184447323569788,12.191309851611297,Tomato,1
99,24.998871133617182,58.27265826231111,4.325964198080308,44.8278586598846,8.970577085295448,21.200426965509156,Grape,0
100,18.472604723199694,68.98343018221755,1.286213482595995,37.53065444657704,10.226466662710218,11.698619263382017,Tomato,1
101,21.10918722980305,88.69448837490395,3.847251601308848,42.430218179251455,7.829267615090093,16.65226586633841,Tomato,1
102,29.496141488930327,68.32409023213947,3.327322636532326,30.436356825032068,9.651565580889603,24.23138910379873,Tomato,1
103,21.218680144692872,56.53779419593269,8.20186656806235,40.662316080953474,5.095422389254562,16.65450436302311,Tomato,1
104,26.687577842335433,71.14568188179706,7.972812510494223,34.05793965339451,9.47882370255652,22.193564427367086,Tomato,1
105,18.331911599950615,87.73760432162024,7.262621390467033,54.47807045323064,10.673670741144038,15.803415580451254,Tomato,1
106,21.97281221066185,57.360617758276426,19.561512061782757,45.799049926444646,5.321274287711187,16.570110533972198,Olive,0
107,18.249889725447094,58.34137674117827,11.646101653163697,37.52795625995998,8.207328395971388,8.559300935631816,Olive,1
108,21.30483462049719,80.37823438911335,2.372518556236547,39.23233876277501,5.505589961482562,18.054424770077354,Tomato,1
109,27.20154068728698,68.67695826403799,9.931425326481454,37.450027186288835,5.89397321393554,23.059551256437082,Grape,1
110,14.363397884038257,81.71227036064212,5.109316600463421,49.22309590433382,3.5002825795913814,11.255808412732781,Grape,1
111,25.172118217729288,71.79529812307055,4.2320248096971955,28.770761346324836,13.063099700666221,22.148158020853156,Olive,0
112,24.188678011661388,82.5249547213435,12.62686085013729,34.26231729007274,12.26274069888019,17.099779055424044,Tomato,1
113,20.02925022151603,56.47382828939038,2.235557282069055,32.117189539020714,10.149735416909348,17.37519225697096,Tomato,0
114,15.769710728057728,71.81873023817599,9.483390788348153,44.9550478623949,15.888783807775255,12.71787167479045,Tomato,0
115,23.36064753856935,68.83964978455265,8.47873287878828,41.60275792617345,7.243017213726433,22.53563318603195,Tomato,1
116,20.352536454680987,53.761636138438035,2.196058761530469,29.211410228465805,20.127049660442538,17.86775990376548,Tomato,0
117,24.16338105677352,48.54783078196967,0.9641263455257664,20.053501901606584,7.089882338547119,23.580180842680214,Olive,0
118,23.109260727617215,82.28623552911992,4.68371793754543,47.07564197322452,9.020773407024066,17.84565132919336,Olive,1
119,31.00889445660458,66.73571426673033,10.718470370931433,38.24138270273747,6.408888344239167,21.40950001292996,Tomato,1
120,21.803221862634878,56.66579577529006,6.530627261091839,26.827201421232573,9.48930224024122,18.53657944993592,Grape,1
121,17.882512536890676,70.55731594615001,12.898255959335586,39.57426644519278,11.342459711544977,17.21602840287115,Tomato,1
122,23.89637817478158,88.92028286023954,6.2095450051205185,61.14688088141086,7.544334427787664,18.096378845922114,Grape,1
123,24.099983419858827,37.78893231942116,13.472867480335267,13.903504871644277,15.106879388470482,21.55383333771914,Grape,0
124,29.79593787620218,49.550419651450106,3.036411071521111,28.725122534735828,8.956597138533843,23.1972440150951,Tomato,1
125,27.17555622957289,58.156703371570984,7.246233596699485,18.534619973576795,9.081941544440797,23.73961432515278,Olive,1
126,24.784355295747545,93.91768300080494,3.6201298461954545,44.2931945207348,4.36400922194513,22.04798667391311,Olive,1
127,30.31651445609781,76.23880474378944,4.570582673946423,34.49490839262889,9.673996298201537,26.672429567589184,Grape,1
128,17.056184728385745,83.50975860691841,5.3597429592655,25.18695936708667,7.463891116762538,11.540631206513371,Grape,1
129,19.80124233625126,54.89758621310654,6.5154958196382164,33.02861117507862,5.567041082650853,16.256083597762572,Grape,0
130,18.367120292972373,55.20696187094211,2.6859094161855697,23.95155587733484,4.8941023674065445,15.360569698559784,Tomato,0
131,21.05095098422116,78.71720575084066,7.00012436719893,24.22919134114749,18.68705351902674,17.448614190178905,Tomato,1
132,16.116569262218455,72.8741149640317,5.157538962667267,43.6359276301421,6.946090999283858,14.660279631220225,Grape,1
133,26.175754734072022,80.23108228296189,1.3654254316936194,48.676376796599236,2.172058316874929,21.381691529484062,Tomato,0
134,21.888886514506133,69.18493513607322,0.8031801771237537,43.69675969130453,5.207114161069709,21.462339702195955,Olive,1
135,15.64596852748671,76.1721558968194,10.745558165414387,45.745568211112015,7.793728642095146,12.534211436217742,Tomato,0
136,17.922104593962292,74.37178627357663,4.39561435641225,37.352260416856204,10.18666813046594,12.403334176300806,Tomato,1
137,24.567569237250975,83.66651083627389,1.213502147666154,49.24598456162255,10.219186086901253,19.961472671385543,Tomato,1
138,27.190632839471906,84.10512422916706,14.943898397983777,63.261493304232985,10.706458207106103,22.009991693499124,Olive,1
139,32.98365445845893,47.70192008412345,7.514408243640915,36.54594025577328,5.420558773450681,29.11374580389655,Tomato,1
140,37.56931233003665,38.29097166988716,6.389819946309818,14.81049239065867,9.361761774006181,31.22981996806562,Tomato,0
141,25.07204716637998,87.0261809647726,2.474488874308115,42.752131359313545,4.495762143557686,19.222648772840397,Tomato,1
142,18.05230939984068,89.81587639892905,1.3447541409292392,45.00907684659289,5.521428067943953,13.16002739134533,Grape,1
143,12.339768596343454,56.69065470729994,5.7247005855386774,15.613619335378083,4.329164101998963,6.484677041716368,Olive,0
144,24.33855731171918,44.10246890181557,4.912653923409434,27.53111942151075,3.246444581606922,18.837710202912024,Tomato,1
145,18.93529452344837,73.48552231510801,1.8919236962087986,52.76595860660076,12.256837955432035,15.81422155014215,Olive,1
146,20.923213699101574,85.96257339525795,1.8272564110237741,45.264452483091425,10.75444680391555,19.61101152248424,Tomato,1
147,19.93951600470096,98.96391783651472,1.7375094037878083,57.71107520099593,11.90666147991252,15.09879175301571,Grape,1
148,22.296045567918075,79.74446358152177,1.6781019389851917,38.69080800390259,8.157252264097185,17.203867106255217,Tomato,1
149,28.329901153938216,66.42424955121457,2.95007851456433,31.665228517827455,11.107230795460586,22.148957171661085,Grape,0
150,23.785242837226722,58.60304067622706,6.391400031283704,34.53465944997694,0.9548423814298204,21.657885387317307,Grape,1
151,22.206825814806557,72.17176937505981,7.190929009463657,31.703426242472382,11.45235007218142,20.019687933360885,Grape,1
152,17.821731235870942,67.51102944172115,4.834797925365549,26.53760009119185,8.708479320020121,12.901930703255402,Tomato,0
153,14.626585276478215,56.77398141406776,5.530290925689932,40.102960834237365,10.508438400596663,10.768919254184388,Olive,0
154,20.568460454633346,100.0,7.437510400275022,61.928747063152166,9.520093196194452,20.339983675775603,Olive,1
155,22.731087245908398,98.77752603108196,0.5678006560534037,36.97527671413081,4.0517793818524535,17.980870918400015,Grape,1
156,31.839649567899414,89.04073025333142,5.859477476717947,52.49990103180441,2.0078408984358136,31.544495397877323,Grape,1
157,23.65137260736443,58.187244032863084,11.997245917702019,35.086376744101834,5.1517833352681475,21.54188571111118,Grape,0
158,27.913697555115288,84.82528986445918,4.305304596880495,44.334092712434476,10.259669125091648,21.21033480939507,Tomato,1
159,20.50352200730424,81.59439614246853,10.450542036291242,48.75966100862434,10.76036566070158,12.853763971690011,Olive,1
160,17.075281167914877,78.63818436306079,4.3686949400316415,46.83694266039722,2.528230890472549,15.5065939048588,Tomato,1
161,18.17441618883814,90.74497900565666,7.7920012127391765,47.73058713764235,4.075602530127142,14.833199263663529,Grape,0
162,19.373869677321235,81.53056714291915,6.296540476094517,53.00728355760472,5.107057256236643,15.288624631163824,Tomato,0
163,33.64234866217582,83.10021354456504,1.7094397087446165,41.237950580129365,6.570779758932737,26.079894807012685,Tomato,1
164,18.89306660387807,81.55359425058315,2.1286440411935543,43.395506825473525,2.551796676589391,15.878804499526872,Grape,0
165,27.192446018681725,77.1118711200316,13.47233161094908,38.81210656047551,2.3117929354394695,24.146214064748282,Grape,1
166,18.48536410956487,45.245833054287246,9.00947398374976,44.83747614706775,4.712658814369784,11.387912992639146,Olive,0
167,27.657865064371222,73.25431616115836,4.6044155108445235,40.40657406683661,8.345015344900023,24.407443369807737,Olive,1
168,24.924754830529317,63.65712061726312,4.138290934443445,37.66031642808395,3.2776226409860376,19.480351412596402,Tomato,1
169,22.216810511709546,52.80238563539969,2.489655614495217,12.887311537833702,7.536785960112936,21.171096441934402,Tomato,0
170,22.79618736932283,97.22724928951236,6.693552426571914,42.525487936905286,12.23421126456726,19.13865285750748,Tomato,0
171,19.726061522853048,97.93493011328556,2.686596737480305,56.12306544431259,2.79288105034596,19.045255199505856,Grape,1
172,25.2303610074104,92.38830900443418,3.7139090419638303,46.840995231907286,7.174216966357842,23.34122856932181,Grape,1
173,20.7250825982961,75.82820125283811,2.939825289485078,21.16431291673381,12.09902693500309,15.046679887991575,Olive,1
174,16.871971181163758,92.25937681428985,8.622926330087259,56.721380062370784,6.3269264385447626,12.971781963337182,Grape,1
175,16.610312128401905,72.18079770902739,4.456272405628125,31.69611445874304,5.705321236566324,13.248523609507854,Tomato,1
176,23.862939588610597,75.04195915346669,5.561739126447566,49.50880880723176,12.653983257225896,21.360438836572435,Grape,0
177,30.895456282052173,55.59792944307026,1.7437449562573866,25.711378785557926,6.775191684113809,27.33676842853474,Grape,1
178,23.79995806786719,77.9548695674826,2.922349294983758,39.055224229518416,12.417980100822271,19.197731733665805,Grape,0
179,22.406808369450587,72.90578892636626,5.6542835910284905,46.762668518420796,9.715861564508796,16.440975956527062,Tomato,1
180,24.429130698012713,52.460218247483034,1.0280074808134314,17.249560429180814,6.628621388360653,25.679424066206316,Tomato,0
181,29.530008708534126,71.23204332275105,4.195648449933289,27.46816379251309,9.918762122390122,27.193531057059744,Tomato,0
182,24.096912506819283,70.80405654214788,4.950055591906074,34.249882554306545,9.28179805538415,19.77872002244127,Tomato,1
183,20.945363845831313,98.9634174996696,1.531267785305808,52.37593450006574,12.083531284009897,17.143090077755886,Grape,1
184,28.531443550299443,85.41319992770114,10.136554976681133,35.8981659279025,5.806617848539926,23.72469106524599,Tomato,1
185,25.143782192308066,72.17168158637199,6.462076724421028,24.30264129429145,8.164824267126479,20.60870162005496,Grape,1
186,30.67877995997996,75.73180964701625,4.43044183920806,44.213435228874104,7.75393728158145,27.28851568596677,Grape,1
187,23.91617218610953,72.66318567156297,2.741420554011469,30.06774349487649,10.81659256655914,20.969878578083886,Olive,1
188,16.8776548413975,68.95629022806679,0.9830569371918807,28.678968049021297,3.899283222223297,13.368657820868503,Tomato,1
189,16.159204003771677,55.7635920391757,9.612241753251123,17.928926604708636,12.067908192951425,9.861719304126192,Tomato,1
190,31.254639661156247,69.73422183589607,3.4351184790196294,28.696660094553078,9.865315088681665,28.718655526967677,Tomato,1
191,31.618328603916485,60.8085261502123,1.2859780867783344,28.332080863968997,2.7322997054682148,27.743942050204396,Tomato,1
192,22.102403933586995,53.2452669161528,2.6732194489868806,33.5419685324414,12.833051301922001,17.735719505590154,Tomato,1
193,21.08406339432006,79.66832721821302,6.9654410441734935,35.25325875365755,16.936372323190923,13.963361534571145,Grape,1
194,30.30722146121101,77.86896989899853,5.982196319261634,53.085802471818624,12.007335878197631,26.907837977683638,Tomato,1
195,17.46477158978256,45.19938732947883,1.9002583656334835,16.383482797333855,13.707939068905876,11.547158277760639,Tomato,0
196,18.526364905220866,70.15973043757309,10.794948772694672,34.74310330238224,8.341485526410352,12.062406098690822,Tomato,0
197,26.216633973445223,86.93552078849885,1.2675929906247192,52.433919162506676,1.3539803210459596,22.344142503426518,Grape,0
198,21.02697438570205,87.88835608344482,12.32007322046594,51.097500032834255,0.6235181953299005,17.448412343855576,Olive,1
199,22.974390666399643,87.38755264327858,5.79501887727608,39.54421595920362,9.020328175471034,19.632498010496075,Grape,0
200,22.18278550737744,72.5836981035219,3.6559827916087766,34.346385330427125,5.63208476908008,18.694431775862604,Grape,1
201,24.687872743994667,59.32432008046273,4.084868452737567,40.788427418734756,4.341694886690595,18.979393022841002,Grape,0
202,30.037409306568584,55.74451758962909,5.310631027087268,41.06316029400836,7.749013264125298,25.575389352057556,Grape,1
203,23.45292453450873,77.16907357125537,7.357058226348261,34.07738425398148,10.462341151445152,18.98234511616899,Tomato,1
204,26.21969396638429,77.68920051547744,0.7925102787528067,35.25467797433423,2.1889698129514112,24.47014098714396,Grape,0
205,12.749139494844886,91.30996667407598,2.595876022966566,43.88744044304803,6.204489518878461,10.684119649595356,Grape,1
206,22.75640799034941,88.49969475513126,5.182492602792982,36.08093583791068,14.039482732481261,14.469514340795449,Tomato,1
207,18.783848648535646,70.01657015203241,11.074333470589101,39.921442923685916,3.6988464791145015,15.139500099113025,Grape,0
208,16.90593469788186,53.33691181708696,10.790824702041578,32.676852962935996,11.479044748659826,14.455478689038582,Grape,0
209,18.609238165356246,67.21340104483653,14.035587982331801,50.596176687535774,6.061076953804024,11.74703983417765,Grape,1
210,21.32938279649594,75.25846792215788,10.443986207015417,51.88089975707299,10.18317503939981,16.765765699128835,Tomato,1
211,27.579512711780065,68.96875131915894,2.42327202229231,30.34088052458331,12.389310028811469,22.423202878051022,Grape,1
212,16.368036411302178,63.331588378835164,4.934302402337253,30.735031541459133,10.965127067940086,12.644130561865246,Olive,1
213,23.153157462972086,75.79327222454849,10.486266530970443,47.81032414226826,11.636638408855505,19.790503644125693,Tomato,0
214,20.579152833332106,64.44063387884084,9.799390476993425,32.15629003565702,3.3936258663681755,16.918325578326687,Tomato,0
215,21.361634528190194,62.57900874411939,4.251554960030576,36.270919116777414,12.454638826965194,20.127110868787447,Tomato,1
216,28.013789126523022,76.6717925145516,7.2123133578193634,39.56890541885,4.589227541460721,24.189643945362818,Tomato,0
217,25.69057718501963,65.97011129806192,3.4190604503882702,24.666609822529516,9.038167062286153,21.098511030934397,Olive,0
218,29.686990537213717,75.66156583467529,1.1615670236299103,27.322264541470634,9.032984747988907,21.986064069526208,Grape,1
219,22.227471603750498,76.09806034278184,4.552516635832469,49.46261003116662,9.940490235478324,18.055473473740065,Tomato,1
220,19.520286941646486,54.90856498362638,4.33949840300093,26.929081131886225,9.347826704240763,20.188641026067096,Tomato,0
221,21.880705915597503,64.78138314201881,3.283392344718923,44.901169040870094,4.624760085901107,18.068676781166744,Olive,0
222,24.21248395635611,93.56665409874694,7.377959116117106,43.89827155161053,2.6005303508171353,14.733475690139498,Tomato,1
223,23.882866792268555,54.5688073089857,4.139016153327238,30.196817820757303,11.489394719847073,18.150134322298477,Grape,0
224,17.578059638833167,40.25018326544203,6.66051199456586,42.582405849247536,8.743338310075663,15.199837526450345,Tomato,1
225,23.45244890813937,44.072322701362324,8.513463875377457,18.18422235860878,12.597507363831271,18.270235879278257,Tomato,0
226,24.141141650694525,72.43664919865004,21.112643639918783,34.30409105212934,7.821068263248528,21.625168500474004,Grape,1
227,35.587370187669606,72.46375917049049,4.612837811661307,46.59168292634763,2.3793425572921585,34.29498522676332,Tomato,1
228,32.38422305640835,70.23583716862319,11.179185600293444,33.9350023629706,11.864518724016424,29.080961782876496,Grape,1
229,18.7337832472059,90.21284743392752,5.918550442838193,45.164970786688066,6.518517561355572,14.550730368728177,Tomato,1
230,21.56308319225412,31.90748350345593,6.17343868670744,14.609772842308441,9.368013829684084,21.30739419712091,Grape,0
231,15.682789990814985,77.93900811646236,4.661980370483731,40.94744019643757,5.410162286081923,13.981108571892257,Grape,1
232,20.046464930182566,95.4215730270536,5.541801562832074,39.76885945495384,14.577206840934762,16.025793803817855,Grape,1
233,24.578025017951703,55.08328852662429,4.169915676369936,26.68389167501043,4.493740703267212,21.394371369929612,Tomato,1
234,29.02926810444117,66.30290232315157,9.888901750229167,41.345950058053816,6.650280983575302,24.239645562148986,Grape,1
235,19.354580811281956,60.70662124157069,2.6823175989042625,21.397362547636124,8.429794810789266,17.78391746589908,Olive,0
236,19.729267799661017,58.584809308837066,1.149078238894825,21.68175454292543,3.6312706916521673,14.301040302554416,Tomato,0
237,12.263554851306726,67.1060699246544,3.1929184315948564,29.973003542582116,9.322078114350381,10.631073045427115,Tomato,0
238,22.18667039727546,93.41227925526758,2.9096693207303184,32.932737647644444,14.447641909869962,14.901201793400201,Olive,1
239,17.687927940702185,99.5608001323128,3.191468681799119,43.97504714259009,6.038151357225158,17.119444509458816,Tomato,1
240,20.352802863169632,66.96091162439778,4.472126964232697,34.660484121588375,9.580571276126902,18.53791140393646,Grape,0
241,18.61569610916206,100.0,3.201542334684414,44.3648423350401,0.0,13.7809545030984,Grape,1
242,22.528687228737216,72.53364715476937,4.422499980868891,34.00712926088753,7.844283198060637,15.20022072574194,Tomato,1
243,14.211358043216844,98.30536540051622,3.209991046307686,46.646193900025764,6.747830856295178,9.581271970984503,Grape,1
244,15.664773773045047,70.60052025519762,6.762959185101097,31.9346537634613,4.72600959035846,10.539057932680265,Grape,0
245,33.64623556014149,73.96586739069217,20.98798076001314,55.603525460757005,12.325801878514127,29.611161756795376,Tomato,0
